Sectorizacion;Sector;Volumen;Ruta
4GN;LEBL3FN;FES;Barcelona TMA
4GN;LEBL3FN;SW3;Barcelona TMA
4GN;LEBL4DDN;DDN;Barcelona TMA
4GN;LEBL4DDN;DDS;Barcelona TMA
4GN;LEBL4DDN;FEL;Barcelona TMA
4GN;LEBL4DDN;GONA;Barcelona TMA
4GN;LEBL4DDN;NW4;Barcelona TMA
4GN;LEBLT1N;BL1;Barcelona TMA
4GN;LEBLT1N;FWR;Barcelona TMA
4GN;LEBLT1N;GR1;Barcelona TMA
4GN;LEBLT1N;SABA;Barcelona TMA
4GW;LEBL14W;BL1;Barcelona TMA
4GW;LEBL14W;FEL;Barcelona TMA
4GW;LEBL14W;GONA;Barcelona TMA
4GW;LEBL14W;GR1;Barcelona TMA
4GW;LEBL14W;NW4;Barcelona TMA
4GW;LEBL14W;SABA;Barcelona TMA
4GW;LEBL2FIW;BL2;Barcelona TMA
4GW;LEBL2FIW;FWL;Barcelona TMA
4GW;LEBL2FIW;FWR;Barcelona TMA
4GW;LEBL2FIW;GR2;Barcelona TMA
4GW;LEBL2FIW;VIBI;Barcelona TMA
4GW;LEBLDDX;DDN;Barcelona TMA
4GW;LEBLDDX;DDS;Barcelona TMA
4GW;LEBLDDX;GR3;Barcelona TMA
4GW;LEBLDDX;XAR;Barcelona TMA
4GW;LEBLT3W;FEN;Barcelona TMA
4GW;LEBLT3W;FER;Barcelona TMA
4GW;LEBLT3W;FES;Barcelona TMA
4GW;LEBLT3W;GARI;Barcelona TMA
4GW;LEBLT3W;SW3;Barcelona TMA
4HN;LEBL134N;BL1;Barcelona TMA
4HN;LEBL134N;FEL;Barcelona TMA
4HN;LEBL134N;FER;Barcelona TMA
4HN;LEBL134N;FWR;Barcelona TMA
4HN;LEBL134N;GONA;Barcelona TMA
4HN;LEBL134N;GR1;Barcelona TMA
4HN;LEBL134N;NW4;Barcelona TMA
4HN;LEBL134N;SABA;Barcelona TMA
4HN;LEBL134N;SW3;Barcelona TMA
4HN;LEBLDDX;DDN;Barcelona TMA
4HN;LEBLDDX;DDS;Barcelona TMA
4HN;LEBLDDX;GR3;Barcelona TMA
4HN;LEBLDDX;XAR;Barcelona TMA
4HN;LEBLF02;FEN;Barcelona TMA
4HN;LEBLF02;FES;Barcelona TMA
4HN;LEBLT2N;BL2;Barcelona TMA
4HN;LEBLT2N;FWL;Barcelona TMA
4HN;LEBLT2N;GARI;Barcelona TMA
4HN;LEBLT2N;GR2;Barcelona TMA
4HN;LEBLT2N;VIBI;Barcelona TMA
4HW;LEB12FXW;BL1;Barcelona TMA
4HW;LEB12FXW;BL2;Barcelona TMA
4HW;LEB12FXW;FWL;Barcelona TMA
4HW;LEB12FXW;FWR;Barcelona TMA
4HW;LEB12FXW;GR1;Barcelona TMA
4HW;LEB12FXW;GR2;Barcelona TMA
4HW;LEB12FXW;GR3;Barcelona TMA
4HW;LEB12FXW;SABA;Barcelona TMA
4HW;LEB12FXW;VIBI;Barcelona TMA
4HW;LEB12FXW;XAR;Barcelona TMA
4HW;LEBLDDI;DDN;Barcelona TMA
4HW;LEBLDDI;DDS;Barcelona TMA
4HW;LEBLT3W;FEN;Barcelona TMA
4HW;LEBLT3W;FER;Barcelona TMA
4HW;LEBLT3W;FES;Barcelona TMA
4HW;LEBLT3W;GARI;Barcelona TMA
4HW;LEBLT3W;SW3;Barcelona TMA
4HW;LEBLT4W;FEL;Barcelona TMA
4HW;LEBLT4W;GONA;Barcelona TMA
4HW;LEBLT4W;NW4;Barcelona TMA
4IN;LEBL14N;BL1;Barcelona TMA
4IN;LEBL14N;FEL;Barcelona TMA
4IN;LEBL14N;FWR;Barcelona TMA
4IN;LEBL14N;GONA;Barcelona TMA
4IN;LEBL14N;GR1;Barcelona TMA
4IN;LEBL14N;NW4;Barcelona TMA
4IN;LEBL14N;SABA;Barcelona TMA
4IN;LEBL2FN;BL2;Barcelona TMA
4IN;LEBL2FN;FEN;Barcelona TMA
4IN;LEBL2FN;FES;Barcelona TMA
4IN;LEBL2FN;FWL;Barcelona TMA
4IN;LEBL2FN;GARI;Barcelona TMA
4IN;LEBL2FN;GR2;Barcelona TMA
4IN;LEBL2FN;VIBI;Barcelona TMA
4IN;LEBLDDX;DDN;Barcelona TMA
4IN;LEBLDDX;DDS;Barcelona TMA
4IN;LEBLDDX;GR3;Barcelona TMA
4IN;LEBLDDX;XAR;Barcelona TMA
4IN;LEBLT3N;FER;Barcelona TMA
4IN;LEBLT3N;SW3;Barcelona TMA
4JN;LEBL14N;BL1;Barcelona TMA
4JN;LEBL14N;FEL;Barcelona TMA
4JN;LEBL14N;FWR;Barcelona TMA
4JN;LEBL14N;GONA;Barcelona TMA
4JN;LEBL14N;GR1;Barcelona TMA
4JN;LEBL14N;NW4;Barcelona TMA
4JN;LEBL14N;SABA;Barcelona TMA
4JN;LEBL3FN;FEN;Barcelona TMA
4JN;LEBL3FN;FER;Barcelona TMA
4JN;LEBL3FN;FES;Barcelona TMA
4JN;LEBL3FN;SW3;Barcelona TMA
4JN;LEBLDDX;DDN;Barcelona TMA
4JN;LEBLDDX;DDS;Barcelona TMA
4JN;LEBLDDX;GR3;Barcelona TMA
4JN;LEBLDDX;XAR;Barcelona TMA
4JN;LEBLT2N;BL2;Barcelona TMA
4JN;LEBLT2N;FWL;Barcelona TMA
4JN;LEBLT2N;GARI;Barcelona TMA
4JN;LEBLT2N;GR2;Barcelona TMA
4JN;LEBLT2N;VIBI;Barcelona TMA
5AE;LEBL12E;BL1;Barcelona TMA
5AE;LEBL12E;BL2;Barcelona TMA
5AE;LEBL12E;FWL;Barcelona TMA
5AE;LEBL12E;FWR;Barcelona TMA
5AE;LEBL12E;GARI;Barcelona TMA
5AE;LEBL12E;GR1;Barcelona TMA
5AE;LEBL12E;GR2;Barcelona TMA
5AE;LEBL34E;FES;Barcelona TMA
5AE;LEBL34E;GONA;Barcelona TMA
5AE;LEBL34E;NW4;Barcelona TMA
5AE;LEBL34E;SABA;Barcelona TMA
5AE;LEBL34E;SW3;Barcelona TMA
5AE;LEBL34E;VIBI;Barcelona TMA
5AE;LEBLDDI;DDN;Barcelona TMA
5AE;LEBLDDI;DDS;Barcelona TMA
5AE;LEBLF07;FEL;Barcelona TMA
5AE;LEBLF07;FEN;Barcelona TMA
5AE;LEBLF07;FER;Barcelona TMA
5AE;LEBLXAL;GR3;Barcelona TMA
5AE;LEBLXAL;XAR;Barcelona TMA
5AN;LEBL12N;BL1;Barcelona TMA
5AN;LEBL12N;BL2;Barcelona TMA
5AN;LEBL12N;FWL;Barcelona TMA
5AN;LEBL12N;FWR;Barcelona TMA
5AN;LEBL12N;GARI;Barcelona TMA
5AN;LEBL12N;GR1;Barcelona TMA
5AN;LEBL12N;GR2;Barcelona TMA
5AN;LEBL12N;SABA;Barcelona TMA
5AN;LEBL12N;VIBI;Barcelona TMA
5AN;LEBL34N;FEL;Barcelona TMA
5AN;LEBL34N;FER;Barcelona TMA
5AN;LEBL34N;GONA;Barcelona TMA
5AN;LEBL34N;NW4;Barcelona TMA
5AN;LEBL34N;SW3;Barcelona TMA
5AN;LEBLDDI;DDN;Barcelona TMA
5AN;LEBLDDI;DDS;Barcelona TMA
5AN;LEBLF02;FEN;Barcelona TMA
5AN;LEBLF02;FES;Barcelona TMA
5AN;LEBLXAL;GR3;Barcelona TMA
5AN;LEBLXAL;XAR;Barcelona TMA
5AW;LEBL14W;BL1;Barcelona TMA
5AW;LEBL14W;FEL;Barcelona TMA
5AW;LEBL14W;GONA;Barcelona TMA
5AW;LEBL14W;GR1;Barcelona TMA
5AW;LEBL14W;NW4;Barcelona TMA
5AW;LEBL14W;SABA;Barcelona TMA
5AW;LEBL23W;BL2;Barcelona TMA
5AW;LEBL23W;FEN;Barcelona TMA
5AW;LEBL23W;FER;Barcelona TMA
5AW;LEBL23W;FES;Barcelona TMA
5AW;LEBL23W;GARI;Barcelona TMA
5AW;LEBL23W;GR2;Barcelona TMA
5AW;LEBL23W;SW3;Barcelona TMA
5AW;LEBL23W;VIBI;Barcelona TMA
5AW;LEBLDDI;DDN;Barcelona TMA
5AW;LEBLDDI;DDS;Barcelona TMA
5AW;LEBLF25;FWL;Barcelona TMA
5AW;LEBLF25;FWR;Barcelona TMA
5AW;LEBLXAL;GR3;Barcelona TMA
5AW;LEBLXAL;XAR;Barcelona TMA
5BE;LEBL14E;BL1;Barcelona TMA
5BE;LEBL14E;FWR;Barcelona TMA
5BE;LEBL14E;GONA;Barcelona TMA
5BE;LEBL14E;GR1;Barcelona TMA
5BE;LEBL14E;NW4;Barcelona TMA
5BE;LEBL14E;SABA;Barcelona TMA
5BE;LEBL23E;BL2;Barcelona TMA
5BE;LEBL23E;FES;Barcelona TMA
5BE;LEBL23E;FWL;Barcelona TMA
5BE;LEBL23E;GARI;Barcelona TMA
5BE;LEBL23E;GR2;Barcelona TMA
5BE;LEBL23E;SW3;Barcelona TMA
5BE;LEBL23E;VIBI;Barcelona TMA
5BE;LEBLDDI;DDN;Barcelona TMA
5BE;LEBLDDI;DDS;Barcelona TMA
5BE;LEBLF07;FEL;Barcelona TMA
5BE;LEBLF07;FEN;Barcelona TMA
5BE;LEBLF07;FER;Barcelona TMA
5BE;LEBLXAL;GR3;Barcelona TMA
5BE;LEBLXAL;XAR;Barcelona TMA
5BN;LEBL14N;BL1;Barcelona TMA
5BN;LEBL14N;FEL;Barcelona TMA
5BN;LEBL14N;FWR;Barcelona TMA
5BN;LEBL14N;GONA;Barcelona TMA
5BN;LEBL14N;GR1;Barcelona TMA
5BN;LEBL14N;NW4;Barcelona TMA
5BN;LEBL14N;SABA;Barcelona TMA
5BN;LEBL3FN;FEN;Barcelona TMA
5BN;LEBL3FN;FER;Barcelona TMA
5BN;LEBL3FN;FES;Barcelona TMA
5BN;LEBL3FN;SW3;Barcelona TMA
5BN;LEBLDDI;DDN;Barcelona TMA
5BN;LEBLDDI;DDS;Barcelona TMA
5BN;LEBLT2N;BL2;Barcelona TMA
5BN;LEBLT2N;FWL;Barcelona TMA
5BN;LEBLT2N;GARI;Barcelona TMA
5BN;LEBLT2N;GR2;Barcelona TMA
5BN;LEBLT2N;VIBI;Barcelona TMA
5BN;LEBLXAL;GR3;Barcelona TMA
5BN;LEBLXAL;XAR;Barcelona TMA
5BW;LEBL12W;BL1;Barcelona TMA
5BW;LEBL12W;BL2;Barcelona TMA
5BW;LEBL12W;GR1;Barcelona TMA
5BW;LEBL12W;GR2;Barcelona TMA
5BW;LEBL12W;SABA;Barcelona TMA
5BW;LEBL12W;VIBI;Barcelona TMA
5BW;LEBL34W;FEL;Barcelona TMA
5BW;LEBL34W;FEN;Barcelona TMA
5BW;LEBL34W;FER;Barcelona TMA
5BW;LEBL34W;FES;Barcelona TMA
5BW;LEBL34W;GARI;Barcelona TMA
5BW;LEBL34W;GONA;Barcelona TMA
5BW;LEBL34W;NW4;Barcelona TMA
5BW;LEBL34W;SW3;Barcelona TMA
5BW;LEBLDDI;DDN;Barcelona TMA
5BW;LEBLDDI;DDS;Barcelona TMA
5BW;LEBLF25;FWL;Barcelona TMA
5BW;LEBLF25;FWR;Barcelona TMA
5BW;LEBLXAL;GR3;Barcelona TMA
5BW;LEBLXAL;XAR;Barcelona TMA
5CE;LEBL2XE;BL2;Barcelona TMA
5CE;LEBL2XE;FWL;Barcelona TMA
5CE;LEBL2XE;GARI;Barcelona TMA
5CE;LEBL2XE;GR2;Barcelona TMA
5CE;LEBL2XE;GR3;Barcelona TMA
5CE;LEBL2XE;XAR;Barcelona TMA
5CE;LEBL3DE;DDS;Barcelona TMA
5CE;LEBL3DE;FES;Barcelona TMA
5CE;LEBL3DE;SW3;Barcelona TMA
5CE;LEBL3DE;VIBI;Barcelona TMA
5CE;LEBL4DE;DDN;Barcelona TMA
5CE;LEBL4DE;GONA;Barcelona TMA
5CE;LEBL4DE;NW4;Barcelona TMA
5CE;LEBL4DE;SABA;Barcelona TMA
5CE;LEBLF07;FEL;Barcelona TMA
5CE;LEBLF07;FEN;Barcelona TMA
5CE;LEBLF07;FER;Barcelona TMA
5CE;LEBLT1E;BL1;Barcelona TMA
5CE;LEBLT1E;FWR;Barcelona TMA
5CE;LEBLT1E;GR1;Barcelona TMA
5CN;LEBL2XN;BL2;Barcelona TMA
5CN;LEBL2XN;FWL;Barcelona TMA
5CN;LEBL2XN;GARI;Barcelona TMA
5CN;LEBL2XN;GR2;Barcelona TMA
5CN;LEBL2XN;GR3;Barcelona TMA
5CN;LEBL2XN;VIBI;Barcelona TMA
5CN;LEBL2XN;XAR;Barcelona TMA
5CN;LEBL3DN;DDS;Barcelona TMA
5CN;LEBL3DN;FER;Barcelona TMA
5CN;LEBL3DN;SW3;Barcelona TMA
5CN;LEBL4DN;DDN;Barcelona TMA
5CN;LEBL4DN;FEL;Barcelona TMA
5CN;LEBL4DN;GONA;Barcelona TMA
5CN;LEBL4DN;NW4;Barcelona TMA
5CN;LEBLF02;FEN;Barcelona TMA
5CN;LEBLF02;FES;Barcelona TMA
5CN;LEBLT1N;BL1;Barcelona TMA
5CN;LEBLT1N;FWR;Barcelona TMA
5CN;LEBLT1N;GR1;Barcelona TMA
5CN;LEBLT1N;SABA;Barcelona TMA
5CW;LEBL2XW;BL2;Barcelona TMA
5CW;LEBL2XW;GR2;Barcelona TMA
5CW;LEBL2XW;GR3;Barcelona TMA
5CW;LEBL2XW;VIBI;Barcelona TMA
5CW;LEBL2XW;XAR;Barcelona TMA
5CW;LEBL3DW;DDS;Barcelona TMA
5CW;LEBL3DW;FEN;Barcelona TMA
5CW;LEBL3DW;FER;Barcelona TMA
5CW;LEBL3DW;FES;Barcelona TMA
5CW;LEBL3DW;GARI;Barcelona TMA
5CW;LEBL3DW;SW3;Barcelona TMA
5CW;LEBL4DW;DDN;Barcelona TMA
5CW;LEBL4DW;FEL;Barcelona TMA
5CW;LEBL4DW;GONA;Barcelona TMA
5CW;LEBL4DW;NW4;Barcelona TMA
5CW;LEBLF25;FWL;Barcelona TMA
5CW;LEBLF25;FWR;Barcelona TMA
5CW;LEBLT1W;BL1;Barcelona TMA
5CW;LEBLT1W;GR1;Barcelona TMA
5CW;LEBLT1W;SABA;Barcelona TMA
5DE;LEBL14E;BL1;Barcelona TMA
5DE;LEBL14E;FWR;Barcelona TMA
5DE;LEBL14E;GONA;Barcelona TMA
5DE;LEBL14E;GR1;Barcelona TMA
5DE;LEBL14E;NW4;Barcelona TMA
5DE;LEBL14E;SABA;Barcelona TMA
5DE;LEBL3FIE;FEL;Barcelona TMA
5DE;LEBL3FIE;FEN;Barcelona TMA
5DE;LEBL3FIE;FER;Barcelona TMA
5DE;LEBL3FIE;FES;Barcelona TMA
5DE;LEBL3FIE;SW3;Barcelona TMA
5DE;LEBL3FIE;VIBI;Barcelona TMA
5DE;LEBLDDI;DDN;Barcelona TMA
5DE;LEBLDDI;DDS;Barcelona TMA
5DE;LEBLT2E;BL2;Barcelona TMA
5DE;LEBLT2E;FWL;Barcelona TMA
5DE;LEBLT2E;GARI;Barcelona TMA
5DE;LEBLT2E;GR2;Barcelona TMA
5DE;LEBLXAL;GR3;Barcelona TMA
5DE;LEBLXAL;XAR;Barcelona TMA
5DN;LEBL3FN;FEN;Barcelona TMA
5DN;LEBL3FN;FER;Barcelona TMA
5DN;LEBL3FN;FES;Barcelona TMA
5DN;LEBL3FN;SW3;Barcelona TMA
5DN;LEBLDDX;DDN;Barcelona TMA
5DN;LEBLDDX;DDS;Barcelona TMA
5DN;LEBLDDX;GR3;Barcelona TMA
5DN;LEBLDDX;XAR;Barcelona TMA
5DN;LEBLT1N;BL1;Barcelona TMA
5DN;LEBLT1N;FWR;Barcelona TMA
5DN;LEBLT1N;GR1;Barcelona TMA
5DN;LEBLT1N;SABA;Barcelona TMA
5DN;LEBLT2N;BL2;Barcelona TMA
5DN;LEBLT2N;FWL;Barcelona TMA
5DN;LEBLT2N;GARI;Barcelona TMA
5DN;LEBLT2N;GR2;Barcelona TMA
5DN;LEBLT2N;VIBI;Barcelona TMA
5DN;LEBLT4N;FEL;Barcelona TMA
5DN;LEBLT4N;GONA;Barcelona TMA
5DN;LEBLT4N;NW4;Barcelona TMA
5DW;LEBL14W;BL1;Barcelona TMA
5DW;LEBL14W;FEL;Barcelona TMA
5DW;LEBL14W;GONA;Barcelona TMA
5DW;LEBL14W;GR1;Barcelona TMA
5DW;LEBL14W;NW4;Barcelona TMA
5DW;LEBL14W;SABA;Barcelona TMA
5DW;LEBL2FIW;BL2;Barcelona TMA
5DW;LEBL2FIW;FWL;Barcelona TMA
5DW;LEBL2FIW;FWR;Barcelona TMA
5DW;LEBL2FIW;GR2;Barcelona TMA
5DW;LEBL2FIW;VIBI;Barcelona TMA
5DW;LEBLDDI;DDN;Barcelona TMA
5DW;LEBLDDI;DDS;Barcelona TMA
5DW;LEBLT3W;FEN;Barcelona TMA
5DW;LEBLT3W;FER;Barcelona TMA
5DW;LEBLT3W;FES;Barcelona TMA
5DW;LEBLT3W;GARI;Barcelona TMA
5DW;LEBLT3W;SW3;Barcelona TMA
5DW;LEBLXAL;GR3;Barcelona TMA
5DW;LEBLXAL;XAR;Barcelona TMA
5EE;LEBL23E;BL2;Barcelona TMA
5EE;LEBL23E;FES;Barcelona TMA
5EE;LEBL23E;FWL;Barcelona TMA
5EE;LEBL23E;GARI;Barcelona TMA
5EE;LEBL23E;GR2;Barcelona TMA
5EE;LEBL23E;SW3;Barcelona TMA
5EE;LEBL23E;VIBI;Barcelona TMA
5EE;LEBLDDX;DDN;Barcelona TMA
5EE;LEBLDDX;DDS;Barcelona TMA
5EE;LEBLDDX;GR3;Barcelona TMA
5EE;LEBLDDX;XAR;Barcelona TMA
5EE;LEBLF07;FEL;Barcelona TMA
5EE;LEBLF07;FEN;Barcelona TMA
5EE;LEBLF07;FER;Barcelona TMA
5EE;LEBLT1E;BL1;Barcelona TMA
5EE;LEBLT1E;FWR;Barcelona TMA
5EE;LEBLT1E;GR1;Barcelona TMA
5EE;LEBLT4E;GONA;Barcelona TMA
5EE;LEBLT4E;NW4;Barcelona TMA
5EE;LEBLT4E;SABA;Barcelona TMA
5EN;LEBL34N;FEL;Barcelona TMA
5EN;LEBL34N;FER;Barcelona TMA
5EN;LEBL34N;GONA;Barcelona TMA
5EN;LEBL34N;NW4;Barcelona TMA
5EN;LEBL34N;SW3;Barcelona TMA
5EN;LEBLDDX;DDN;Barcelona TMA
5EN;LEBLDDX;DDS;Barcelona TMA
5EN;LEBLDDX;GR3;Barcelona TMA
5EN;LEBLDDX;XAR;Barcelona TMA
5EN;LEBLF02;FEN;Barcelona TMA
5EN;LEBLF02;FES;Barcelona TMA
5EN;LEBLT1N;BL1;Barcelona TMA
5EN;LEBLT1N;FWR;Barcelona TMA
5EN;LEBLT1N;GR1;Barcelona TMA
5EN;LEBLT1N;SABA;Barcelona TMA
5EN;LEBLT2N;BL2;Barcelona TMA
5EN;LEBLT2N;FWL;Barcelona TMA
5EN;LEBLT2N;GARI;Barcelona TMA
5EN;LEBLT2N;GR2;Barcelona TMA
5EN;LEBLT2N;VIBI;Barcelona TMA
5EW;LEBL23W;BL2;Barcelona TMA
5EW;LEBL23W;FEN;Barcelona TMA
5EW;LEBL23W;FER;Barcelona TMA
5EW;LEBL23W;FES;Barcelona TMA
5EW;LEBL23W;GARI;Barcelona TMA
5EW;LEBL23W;GR2;Barcelona TMA
5EW;LEBL23W;SW3;Barcelona TMA
5EW;LEBL23W;VIBI;Barcelona TMA
5EW;LEBLDDX;DDN;Barcelona TMA
5EW;LEBLDDX;DDS;Barcelona TMA
5EW;LEBLDDX;GR3;Barcelona TMA
5EW;LEBLDDX;XAR;Barcelona TMA
5EW;LEBLF25;FWL;Barcelona TMA
5EW;LEBLF25;FWR;Barcelona TMA
5EW;LEBLT1W;BL1;Barcelona TMA
5EW;LEBLT1W;GR1;Barcelona TMA
5EW;LEBLT1W;SABA;Barcelona TMA
5EW;LEBLT4W;FEL;Barcelona TMA
5EW;LEBLT4W;GONA;Barcelona TMA
5EW;LEBLT4W;NW4;Barcelona TMA
5FN;LEBL14N;BL1;Barcelona TMA
5FN;LEBL14N;FEL;Barcelona TMA
5FN;LEBL14N;FWR;Barcelona TMA
5FN;LEBL14N;GONA;Barcelona TMA
5FN;LEBL14N;GR1;Barcelona TMA
5FN;LEBL14N;NW4;Barcelona TMA
5FN;LEBL14N;SABA;Barcelona TMA
5FN;LEBL2FN;BL2;Barcelona TMA
5FN;LEBL2FN;FEN;Barcelona TMA
5FN;LEBL2FN;FES;Barcelona TMA
5FN;LEBL2FN;FWL;Barcelona TMA
5FN;LEBL2FN;GARI;Barcelona TMA
5FN;LEBL2FN;GR2;Barcelona TMA
5FN;LEBL2FN;VIBI;Barcelona TMA
5FN;LEBLDDI;DDN;Barcelona TMA
5FN;LEBLDDI;DDS;Barcelona TMA
5FN;LEBLT3N;FER;Barcelona TMA
5FN;LEBLT3N;SW3;Barcelona TMA
5FN;LEBLXAL;GR3;Barcelona TMA
5FN;LEBLXAL;XAR;Barcelona TMA
5FW;LEBL14W;BL1;Barcelona TMA
5FW;LEBL14W;FEL;Barcelona TMA
5FW;LEBL14W;GONA;Barcelona TMA
5FW;LEBL14W;GR1;Barcelona TMA
5FW;LEBL14W;NW4;Barcelona TMA
5FW;LEBL14W;SABA;Barcelona TMA
5FW;LEBLDDX;DDN;Barcelona TMA
5FW;LEBLDDX;DDS;Barcelona TMA
5FW;LEBLDDX;GR3;Barcelona TMA
5FW;LEBLDDX;XAR;Barcelona TMA
5FW;LEBLF25;FWL;Barcelona TMA
5FW;LEBLF25;FWR;Barcelona TMA
5FW;LEBLT2W;BL2;Barcelona TMA
5FW;LEBLT2W;GR2;Barcelona TMA
5FW;LEBLT2W;VIBI;Barcelona TMA
5FW;LEBLT3W;FEN;Barcelona TMA
5FW;LEBLT3W;FER;Barcelona TMA
5FW;LEBLT3W;FES;Barcelona TMA
5FW;LEBLT3W;GARI;Barcelona TMA
5FW;LEBLT3W;SW3;Barcelona TMA
5GW;LEBL34W;FEL;Barcelona TMA
5GW;LEBL34W;FEN;Barcelona TMA
5GW;LEBL34W;FER;Barcelona TMA
5GW;LEBL34W;FES;Barcelona TMA
5GW;LEBL34W;GARI;Barcelona TMA
5GW;LEBL34W;GONA;Barcelona TMA
5GW;LEBL34W;NW4;Barcelona TMA
5GW;LEBL34W;SW3;Barcelona TMA
5GW;LEBLDDX;DDN;Barcelona TMA
5GW;LEBLDDX;DDS;Barcelona TMA
5GW;LEBLDDX;GR3;Barcelona TMA
5GW;LEBLDDX;XAR;Barcelona TMA
5GW;LEBLF25;FWL;Barcelona TMA
5GW;LEBLF25;FWR;Barcelona TMA
5GW;LEBLT1W;BL1;Barcelona TMA
5GW;LEBLT1W;GR1;Barcelona TMA
5GW;LEBLT1W;SABA;Barcelona TMA
5GW;LEBLT2W;BL2;Barcelona TMA
5GW;LEBLT2W;GR2;Barcelona TMA
5GW;LEBLT2W;VIBI;Barcelona TMA
6AE;LEBL12E;BL1;Barcelona TMA
6AE;LEBL12E;BL2;Barcelona TMA
6AE;LEBL12E;FWL;Barcelona TMA
6AE;LEBL12E;FWR;Barcelona TMA
6AE;LEBL12E;GARI;Barcelona TMA
6AE;LEBL12E;GR1;Barcelona TMA
6AE;LEBL12E;GR2;Barcelona TMA
6AE;LEBLDDI;DDN;Barcelona TMA
6AE;LEBLDDI;DDS;Barcelona TMA
6AE;LEBLF07;FEL;Barcelona TMA
6AE;LEBLF07;FEN;Barcelona TMA
6AE;LEBLF07;FER;Barcelona TMA
6AE;LEBLT3E;FES;Barcelona TMA
6AE;LEBLT3E;SW3;Barcelona TMA
6AE;LEBLT3E;VIBI;Barcelona TMA
6AE;LEBLT4E;GONA;Barcelona TMA
6AE;LEBLT4E;NW4;Barcelona TMA
6AE;LEBLT4E;SABA;Barcelona TMA
6AE;LEBLXAL;GR3;Barcelona TMA
6AE;LEBLXAL;XAR;Barcelona TMA
6AN;LEBL14N;BL1;Barcelona TMA
6AN;LEBL14N;FEL;Barcelona TMA
6AN;LEBL14N;FWR;Barcelona TMA
6AN;LEBL14N;GONA;Barcelona TMA
6AN;LEBL14N;GR1;Barcelona TMA
6AN;LEBL14N;NW4;Barcelona TMA
6AN;LEBL14N;SABA;Barcelona TMA
6AN;LEBLDDI;DDN;Barcelona TMA
6AN;LEBLDDI;DDS;Barcelona TMA
6AN;LEBLF02;FEN;Barcelona TMA
6AN;LEBLF02;FES;Barcelona TMA
6AN;LEBLT2N;BL2;Barcelona TMA
6AN;LEBLT2N;FWL;Barcelona TMA
6AN;LEBLT2N;GARI;Barcelona TMA
6AN;LEBLT2N;GR2;Barcelona TMA
6AN;LEBLT2N;VIBI;Barcelona TMA
6AN;LEBLT3N;FER;Barcelona TMA
6AN;LEBLT3N;SW3;Barcelona TMA
6AN;LEBLXAL;GR3;Barcelona TMA
6AN;LEBLXAL;XAR;Barcelona TMA
6AW;LEBL23W;BL2;Barcelona TMA
6AW;LEBL23W;FEN;Barcelona TMA
6AW;LEBL23W;FER;Barcelona TMA
6AW;LEBL23W;FES;Barcelona TMA
6AW;LEBL23W;GARI;Barcelona TMA
6AW;LEBL23W;GR2;Barcelona TMA
6AW;LEBL23W;SW3;Barcelona TMA
6AW;LEBL23W;VIBI;Barcelona TMA
6AW;LEBLDDI;DDN;Barcelona TMA
6AW;LEBLDDI;DDS;Barcelona TMA
6AW;LEBLF25;FWL;Barcelona TMA
6AW;LEBLF25;FWR;Barcelona TMA
6AW;LEBLT1W;BL1;Barcelona TMA
6AW;LEBLT1W;GR1;Barcelona TMA
6AW;LEBLT1W;SABA;Barcelona TMA
6AW;LEBLT4W;FEL;Barcelona TMA
6AW;LEBLT4W;GONA;Barcelona TMA
6AW;LEBLT4W;NW4;Barcelona TMA
6AW;LEBLXAL;GR3;Barcelona TMA
6AW;LEBLXAL;XAR;Barcelona TMA
6BE;LEBL23E;BL2;Barcelona TMA
6BE;LEBL23E;FES;Barcelona TMA
6BE;LEBL23E;FWL;Barcelona TMA
6BE;LEBL23E;GARI;Barcelona TMA
6BE;LEBL23E;GR2;Barcelona TMA
6BE;LEBL23E;SW3;Barcelona TMA
6BE;LEBL23E;VIBI;Barcelona TMA
6BE;LEBLDDI;DDN;Barcelona TMA
6BE;LEBLDDI;DDS;Barcelona TMA
6BE;LEBLF07;FEL;Barcelona TMA
6BE;LEBLF07;FEN;Barcelona TMA
6BE;LEBLF07;FER;Barcelona TMA
6BE;LEBLT1E;BL1;Barcelona TMA
6BE;LEBLT1E;FWR;Barcelona TMA
6BE;LEBLT1E;GR1;Barcelona TMA
6BE;LEBLT4E;GONA;Barcelona TMA
6BE;LEBLT4E;NW4;Barcelona TMA
6BE;LEBLT4E;SABA;Barcelona TMA
6BE;LEBLXAL;GR3;Barcelona TMA
6BE;LEBLXAL;XAR;Barcelona TMA
6BN;LEBL34N;FEL;Barcelona TMA
6BN;LEBL34N;FER;Barcelona TMA
6BN;LEBL34N;GONA;Barcelona TMA
6BN;LEBL34N;NW4;Barcelona TMA
6BN;LEBL34N;SW3;Barcelona TMA
6BN;LEBLDDI;DDN;Barcelona TMA
6BN;LEBLDDI;DDS;Barcelona TMA
6BN;LEBLF02;FEN;Barcelona TMA
6BN;LEBLF02;FES;Barcelona TMA
6BN;LEBLT1N;BL1;Barcelona TMA
6BN;LEBLT1N;FWR;Barcelona TMA
6BN;LEBLT1N;GR1;Barcelona TMA
6BN;LEBLT1N;SABA;Barcelona TMA
6BN;LEBLT2N;BL2;Barcelona TMA
6BN;LEBLT2N;FWL;Barcelona TMA
6BN;LEBLT2N;GARI;Barcelona TMA
6BN;LEBLT2N;GR2;Barcelona TMA
